Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
1.0286596948543165,-0.2969270454325266,0.02127433372558559,0.08806222101043115,-1.3175986715304433,1059033.5578701235
1.000807747934822,0.0259016401127786,-0.2555061065391833,-0.7223014581138117,0.403999446382111,1505890.91484695
-0.6846291550206651,-0.11230282500163245,1.5162434969126242,0.9308404472996439,0.07240989033754668,1058987.9878760849
-0.49149907314701624,1.2215720709133433,-1.3930771720863224,-0.5845396326626906,-0.18673422310856524,1260616.8066294468
-0.8070725342033125,-0.9448336820492775,0.8467418654486255,0.20151313608782562,-0.9883874146388993,630943.4893385402
1.087803919271114,-0.9974350799653166,-0.878244747938736,0.047544037054219154,-0.948656174278011,1068138.0743935304
-0.36451841636589016,0.048533343878302625,1.1533559562533384,-0.4629850807940538,2.485197403504746,1502055.8173744078
0.9206436153804113,1.0213855175885356,-0.36522017884872315,-1.2652451231270545,0.035552152198686356,1573936.5644777217
-0.8121899963707657,-0.6204590753147133,-0.5912812659911159,-1.3624887646219637,-0.6827560584876023,798869.5328331633
1.2482791939504803,-1.5670945981529356,1.1731707833737648,1.7168932160501593,0.4016712628217101,1545154.8126419624
1.1208076151317483,2.1347411506780585,-1.9339583585613047,0.09616585780167342,1.1144811599716635,1707045.722158058
-1.6880491208141983,-1.4936185435633098,0.47710050625855427,0.41220769266012863,-0.183333697228893,663732.3968963273
-2.772779084478593,1.7093068264740217,0.26074272144830246,-0.7141978213225691,0.30800513056999235,1042814.0978200928
0.4298195118896204,0.9505281774083802,-0.9889347402209656,-1.3867996749956908,-0.386652425993404,1291331.5184858206
0.07584469000115361,-0.6379597257927134,1.4105397429490403,0.31496405116521936,-0.06470973990542195,1402818.2101658515
0.42308241908014604,-0.5387217248538001,1.5210015017328324,0.023233126680491663,-1.232686567442359,1306674.6599511993
1.0438145803267638,-0.9172602981461017,1.224957031120932,-0.6979905477400843,0.3581279795443139,1556786.6001947748
-0.6243857154112402,-1.1990350180608178,-1.8800048997436727,0.25823859362652213,-1.1655429461504607,528485.2467305964
-0.476208147511747,-0.03031894145186676,0.1988420937002222,0.9227368105084016,-0.04472325484228791,1019425.9367578316
-0.6097286375000834,-0.23988450642149992,0.1034233641254352,1.2225713717843716,0.8825081031488903,1030591.4292116084
1.6620075213139394,0.6559038623973945,1.0182686317753407,0.07185494742794664,1.1483780975850837,2146925.339888662
-0.7270407497794411,-0.42971445273474734,-0.46793431248751244,-1.524561500446812,0.9482670434488518,929247.5995364
-0.3840187088128191,-1.7823035627818766,-1.5010988564005463,0.2663422304177644,0.42272935539853435,718887.2315009277
-0.7399655319970575,0.19494697657408763,0.16181708187850655,1.9113804990399779,-0.8083451697727715,743999.8191601974
-0.8289683184769532,-0.6434434171666724,0.756552708169087,0.20151313608782562,-0.8416944862609209,895737.1333835076
-1.0893040958319486,2.3304824501229136,0.3232351289799372,0.28254950400024964,0.4565752999506217,1453974.505950872
1.2752756194666104,-1.975773906414447,0.004878936682047004,-1.5812869579855093,0.2710826069531328,1125692.507295288
-0.37123540530262716,-0.538516830299535,0.0009562061655869509,0.015129489889249406,-0.8442380766645114,975429.4927929222
2.056498260440147,0.4106864362902166,-2.729950716674887,-0.7628196420700238,-0.22100017541724534,1240763.765571478
-0.868854436926551,1.0093295103310322,1.2785756094476015,0.07185494742794664,0.13674443617136478,1577017.7600015546
0.8659545542121104,-0.6685399920686953,-0.29938942523296674,-0.600746906245175,-0.24270643433967717,1246830.1884286287
0.006521602112226774,0.14840270527057522,-0.6929989682790344,0.3554822351214314,0.3216342419134739,1170720.893654292
-1.2707002199388755,1.159931773842553,1.594987946837811,1.11722409349822,-0.6086902803157331,1071279.210244544
-1.7232362898451303,0.1428204886355004,0.34379138792228575,1.8708623150837658,-1.9499647952129506,534305.1323349292
-1.1892535847811323,-0.5625209769462184,2.2889408408348593,1.6358568481377354,-1.3913105448219514,936368.9634048606
0.5432806394758625,-0.4812529173252477,-0.3924962063970508,-1.5488724108205396,0.32561679273332783,1199193.8313295112
0.9463138073765985,-0.5109862678916838,0.7885245124780317,0.09616585780167342,-0.8590583091998741,1233220.009477811
0.9492800011136239,-0.3272669574841603,-0.2300193757104864,-0.7871305524437513,-1.342807897463324,1081150.1254838074
